ID,Name,N,E
484,Новоильмовское селище,54.724519444000066,51.364288889000079
485,Сотниковское I местонахождние,54.713919444000055,51.464616667000030
486,Сотниковское II местонахождение,54.710175000000049,51.484958333000066
487,Сотниковское III местонахождение,54.704927778000069,51.470269444000053
488,Старокиязлинское III селище,54.724913889000049,51.076886111000078
489,Сотниковское IV местонахождение,54.712580556000034,51.508913889000041
490,Юхмачинское I местонахождение,54.635441667000066,49.986105556000041
491,Биляр-Озерское II местонахождение,54.514377778000039,50.487969444000043
492,Большечулпановское местонахождение,54.488261111000043,50.432694444000049
493,Бурметьевское I селище,54.583233333000067,50.864100000000064
494,"Селище на месте Мамыковского городища """"Шихан""",54.652055556000050,50.633105556000032
495,Русская Менча селище,54.540925000000072,50.692880556000034
496,Старочелнинское I селище,54.553672222000046,50.933475000000044
497,Старочелнинское II селище,54.546452778000059,50.937400000000082
498,Старочелнинское III селище,54.555263889000059,50.948452778000046
499,Старочелнинское IV селище,54.561872222000034,50.970616667000058
500,Старочелнинское V селище,54.550161111000079,50.980402778000041
501,Тюрнясевское II местонахождение,54.607825000000048,50.596091667000053
502,Сарабикуловское селище,54.661722222000037,51.885805556000037
503,Сарабикуловское местонахождение,54.646280556000079,51.869669444000067
504,Тойгузинское I селище,55.849461111000039,52.832825000000071
505,Карлейское селище,54.414080556000044,46.400372222000044
506,Ош-Пандо (Моргинское) городище,54.431075000000078,46.470766667000078
507,Ош-Пандо (Чиндяновское) городище,54.447255556000073,46.415866667000046
508,Блюдо I (Николаевское) городище,54.347822222000048,46.537897222000026
509,Блюдо II (Николаевское) городище,54.351636111000062,46.535191667000049
510,Николаевское селище,54.350691667000035,46.539163889000065
511,Енгалычевское I городище,54.323127778000071,46.396980556000074
512,Енгалычевское II городище,54.329772222000031,46.384663889000080
513,Енгалычевское селище,54.326155556000060,46.399169444000051
514,Ош-Пандо (Симкинское) городище,54.252072222000038,46.196908333000067
515,Явлейское I городище,54.319183333000069,46.407194444000027
516,Явлейское II городище,54.307761111000048,46.446802778000063
517,Гулюшево III селище,54.432247222000058,46.596733333000032
518,Кирзять селище,54.410580556000070,46.709747222000033
519,Ашна-Пандо городище,54.417419444000075,46.633519444000058
520,Анша-Пандо селище,54.420880556000043,46.636783333000039
521,Белый Ключ селище,54.438886111000045,46.792700000000082
522,Болтаевское I селище,54.421383333000051,46.771708333000049
523,Выползовское городище,54.485055556000077,46.957502778000048
524,Гулюшевское I селище,54.441194444000075,46.566283333000058
525,Кадышевское городище,54.367569444000083,46.776344444000074
526,Малая Кандарать I селище,54.399530556000059,46.897722222000027
527,Малокандаратское II селище,54.403038889000072,46.887316667000050
528,Малобарышокское I селище,54.576438889000030,46.959352778000039
529,Малобарышокское II селище,54.574930556000027,46.964541667000049
530,Малокандаратское I (Лопатина Вторая) городище,54.399755556000059,46.900297222000063
531,Малокандаратское II (Городкова поляна) городище,54.401566667000054,46.888816667000071
532,Ош-Пандо (Сайнинское) городище,54.483438889000070,46.503088889000026
533,Ош-Пандо (Сайнинское) селище,54.483472222000046,46.504894444000058
534,Сурское селище,54.489983333000055,46.731913889000054
535,Лебедкинское I селище,54.522513889000038,47.062941667000075
536,Никитинское I селище,54.478538889000049,47.067425000000071
537,Никитинское II селище,54.491344444000049,47.067969444000028
538,Усть-Урень селище,54.385450000000048,47.049152778000064
539,Стрельниково селище,54.251102778000075,46.470886111000027
540,Беловодское городище,54.250372222000067,46.638427778000050
541,Беловодское селище,54.255341667000039,46.646452778000025
542,Карсунское селище,54.218663889000027,47.018519444000049
543,Волостниковка II селище,54.724341667000033,48.975597222000033
544,Волостниковка I селище,54.716800000000035,49.007863889000078
545,Волостниковское I местонахождение,54.730027778000078,49.025561111000059
546,Волостниковское II местонахождение,54.737297222000052,49.025288889000080
547,Карлинское III селище,54.328397222000035,48.270322222000061
548,Карлинское IV селище,54.330275000000029,48.269527778000054
549,Карлинское V селище,54.330050000000028,48.271630556000048
550,Комаровское II селище,54.609480556000051,48.296422222000047
551,Новая Беденьга I городище,54.489941667000039,48.384902778000026
552,Новая Беденьга II городище,54.487983333000045,48.387947222000037
553,Новая Беденьга I селище,54.489752778000081,48.379880556000046
554,Ульяновск II селище,54.359652778000054,48.391858333000073
555,Черталинский Овраг селище,54.613933333000034,48.439525000000060
556,Малое Пальцино селище,54.386719444000050,48.481197222000048
557,Ивановка II селище,54.478841667000040,48.849352778000082
558,Сосенки селище,54.473186111000075,48.880152778000081
559,Старомайнское городище,54.653697222000062,48.952863889000071
560,Чердаклинское селище,54.380075000000033,48.857091667000077
561,Алексеевка I селище,54.398791667000069,48.535558333000040
562,Ботьма I селище,54.476266667000061,48.678725000000043
563,Юрманки I селище,54.460847222000041,48.786247222000043
564,Красная Поляна селище,54.607747222000057,49.067122222000080
565,Красная Река I селище,54.582213889000059,49.123791667000035
566,Красная Река II селище,54.602105556000026,49.128427778000059
567,Красная Река III селище,54.549638889000050,49.131044444000054
568,Красная Река IV селище,54.595916667000040,49.121083333000058
569,Краснореченское местонахождение,54.605144444000075,49.127488889000062
570,Большие Ключищи II селище,54.136183333000076,48.209286111000040
571,Кувшиновка I селище,54.187786111000037,48.223794444000077
572,Ульяновск I селище,54.320658333000040,48.407916667000052
573,Андреевка I селище,54.164413889000059,48.793655556000033
574,Ивановское поселение селище,54.330263889000037,50.020672222000030
576,Винновка V селище,53.184225000000026,49.679430556000057
577,Ионин Хребет городище,53.428294444000073,49.462197222000043
580,Большерязанское местонахождение,53.271577778000051,49.274383333000060
581,Старомаксимкинское поселение селище,54.458047222000062,50.360008333000053
582,Баганинское селище,54.626583333000042,51.211977778000062
583,Шигоны II селище,53.370194444000049,48.658605556000055
584,Беляев Колодец селище,53.346519444000080,49.346558333000075
585,Валы I селище,53.333691667000039,49.397694444000081
586,Валы II селище,53.336247222000054,49.397122222000064
587,Валы III селище,53.338158333000081,49.397077778000039
588,Валы V селище,53.349211111000045,49.396036111000058
589,Валы VI селище,53.332858333000047,49.401897222000059
590,Валы VII селище,53.342391667000072,49.401680556000031
591,Жигули II селище,53.366575000000068,49.352933333000067
592,Жуков Овраг I селище,53.351213889000064,49.343152778000047
593,Жуков Овраг II селище,53.344669444000033,49.331086111000047
594,Муромское I селище,53.340561111000056,49.364655556000059
595,Муромское II селище,53.350066667000078,49.366458333000026
596,Бахиловское селище,53.397777778000034,49.599030556000059
597,Лысая Гора городище,53.432925000000068,49.549447222000026
598,Белая Гора городище,53.343805556000063,50.119405556000061
599,Подгоры I селище,53.340575000000058,50.123783333000063
600,Большая Рязань I местонахождение,53.275344444000041,49.316269444000056
601,Большая Рязань II селище,53.255166667000026,49.285269444000050
602,Брусяны I селище,53.194647222000071,49.419633333000036
603,Брусяны II селище,53.212947222000082,49.374883333000071
604,Вишневый Овраг I селище,53.312180556000044,49.423802778000038
605,Вишневый Овраг II селище,53.308113889000026,49.421152778000078
606,Жуков Овраг V селище,53.341677778000076,49.331061111000054
607,Жуков Овраг VI селище,53.340088889000072,49.328572222000048
608,Жуков Овраг VII селище,53.339063889000045,49.325566667000032
609,Красный Пахарь IV селище,53.222466667000049,49.484269444000063
610,Красный Пахарь V селище,53.224136111000064,49.481363889000079
611,Красный Пахарь VII селище,53.214980556000057,49.471280556000067
612,Малая Рязань I селище,53.218608333000077,49.345602778000057
613,Малая Рязань V селище,53.241216667000060,49.349638889000062
614,Малая Рязань VI селище,53.243347222000068,49.351138889000026
615,Малая Рязань VIII селище,53.232816667000066,49.335819444000037
616,Междуреченское селище,53.247325000000046,49.090866667000057
617,Овраг Крутец селище,53.335475000000031,49.354177778000064
618,Сосновый Солонец III селище,53.260255556000061,49.462419444000034
619,Сосновый Солонец IX (Студененькая водичка),53.305147222000073,49.475700000000074
620,Сосновый Солонец X селище,53.310344444000066,49.472963889000027
621,Сосновый Солонец селище,53.256036111000071,49.510633333000044
622,Услада местонахождение,53.267311111000026,49.252197222000063
623,Аскулы I селище,53.273363889000052,49.616461111000035
624,Березовый Солонец I селище,53.252902778000077,49.547791667000070
625,Березовый Солонец II местонахождение,53.242033333000052,49.601675000000057
625,Березовый Солонец II селище,53.225902778000034,49.583197222000081
626,Винновка VI селище,53.197986111000034,49.673844444000053
627,Винновка VII селище,53.216677778000076,49.680058333000034
628,Винновский Овраг селище,53.212952778000044,49.683061111000029
629,Ермаково I селище,53.169780556000035,49.596841667000035
630,Ермаково I местонахождение,53.171886111000049,49.641625000000033
631,Ермаково II селище,53.170680556000036,49.603366667000046
632,Каменная Коза городище,53.178811111000073,49.669525000000078
633,Кармалинское городище,53.201200000000028,49.501669444000072
634,Кармалинское селище,53.199330556000064,49.509286111000051
635,Новинки I селище,53.250925000000052,49.928236111000047
636,Новинки II селище,53.250252778000061,49.960969444000057
637,Новинки IIIа селище,53.246638889000053,49.968083333000038
638,Новинки IX селище,53.251372222000043,49.955794444000048
639,Новинки V селище,53.252322222000032,49.948044444000061
640,Новинки XIII селище,53.240586111000027,49.899011111000050
641,Новинки X селище,53.261658333000071,49.938905556000066
642,Новый Путь II селище,53.143797222000046,49.513977778000026
643,Новый Путь III селище,53.146572222000032,49.505352778000031
644,Новый Путь IV селище,53.148675000000026,49.502800000000036
645,Осиновка I селище,53.219786111000076,49.617536111000049
646,Осиновка III селище,53.190741667000054,49.625258333000033
647,Осиновка III местонахождение,53.185961111000040,49.633725000000027
648,Осиновка IV селище,53.185186111000064,49.629294444000038
649,Ош-Пандо-Нерь городище,53.245455556000081,49.838583333000031
650,Ош-Пандо-Нерь I/II селище,53.243319444000065,49.832380556000032
651,Ош-Пандо-Нерь III селище,53.244744444000048,49.849450000000047
652,Солонцовский Овраг селище,53.266775000000052,49.509380556000053
653,Сосновый Солонец I селище,53.303536111000028,49.504411111000081
654,Сосновый Солонец VII селище,53.324352778000048,49.547475000000077
655,Сосновый Солонец VIII селище,53.301738889000035,49.552538889000061
656,Сосновый Солонец XII селище,53.322713889000056,49.494172222000032
657,Хананов Овраг селище,53.268280556000036,49.537905556000055
658,Хутор Войков селище,53.277272222000079,49.556483333000074
659,Хутор Войков местонахождение,53.282511111000076,49.552902778000032
660,Шелехметь II селище,53.241880556000069,49.878594444000043
661,Шелехметь III селище,53.243166667000082,49.853361111000027
662,Шелехметь IV селище,53.251402778000056,49.871280556000045
663,Шелехметь VI селище,53.251375000000053,49.876647222000031
664,Шелехметь VII селище,53.233494444000030,49.833886111000027
665,Выползово I селище,53.274988889000042,50.105441667000036
666,Выползово II селище,53.306233333000080,50.112030556000036
667,Карлинское селище,53.245527778000053,50.076769444000035
668,Манчиха городище,53.326597222000032,50.102513889000079
669,Рождествено III селище,53.243908333000036,49.997741667000071
670,Торновое I селище,53.277805556000033,50.015588889000071
671,Торновое II городище,53.281191667000030,50.007605556000044
672,Торновое II селище,53.276225000000068,49.999211111000079
673,Усинское I селище,53.250775000000033,50.082738889000041
674,Усинское III селище,53.258966667000038,50.086516667000069
675,Поселок у проезда на с. Подиваново,54.987352778000059,49.072080556000060
676,Поселение в Заречье,54.990283333000036,49.062241667000080
677,Малый Иерусалимский овраг I селище,54.988888889000066,49.069775000000050
678,Малый Иерусалимский овраг II селище,54.988061111000036,49.069966667000074
679,Арбужское городище,54.113766667000050,48.572533333000081
680,Панская Слобода IV селище,54.110536111000044,48.470380556000066
681,Кременкинское V селище,54.154494444000079,48.399011111000050
682,Большие Ключищи IV селище,54.164466667000056,48.232041667000033
683,Луговое VII селище,54.203716667000037,48.228205556000034
684,Анненково I селище,54.213177778000045,48.169666667000058
685,Анненково II селище,54.209525000000042,48.163697222000053
686,Анненково III селище,54.208211111000082,48.156488889000059
687,Анненково IV селище,54.224072222000075,48.207408333000046
688,Белый Ключ IV селище,54.245211111000060,48.296322222000072
689,Ульяновск III селище,54.323336111000060,48.406286111000043
690,Северный  Венец селище,54.343377778000047,48.399111111000082
691,Ипподром селище,54.360702778000075,48.374008333000063
693,Поливно I городище,54.412255556000048,48.354616667000073
694,Поливно II городище,54.416886111000053,48.343994444000032
695,Поливна селище,54.401805556000056,48.363752778000048
696,Поливно II селище,54.415188889000035,48.347255556000050
697,Круглая Поляна городище,54.456836111000030,48.354436111000041
698,Сланцевый Рудник II городище,54.453641667000056,48.355036111000061
699,Сланцевый Рудник I селище,54.452805556000044,48.351527778000047
700,Круглая Поляна I селище,54.459119444000066,48.347086111000067
701,Сланцевый Рудник II селище,54.459658333000050,48.343483333000052
702,Новая Беденьга II селище,54.486611111000059,48.382283333000032
703,Комаровское I городище,54.577563889000032,48.303963889000045
704,Комаровское II городище,54.577819444000056,48.294933333000074
705,Комаровское I селище,54.592005556000061,48.321486111000070
706,Дворики I селище,54.577283333000082,48.293183333000059
707,Комаровский могильник,54.579702778000069,48.297502778000080
708,Криушинское местонахождение,54.110547222000037,48.561502778000033
710,Покровская стоянка III,54.708844444000079,50.833708333000061
711,Балынгузское IV селище,55.007550000000037,50.371886111000038
715,Полянкинская стоянка селище,54.859427778000054,51.781380556000045
716,Полянкинское III селище,54.858391667000035,51.779663889000062
717,Булым-Булыхчинское III селище,55.247600000000034,48.475200000000029
718,Кзыл-Тауское городище,55.202000000000055,48.194900000000075
719,Коммунарское селище,55.195011111000042,48.277819444000045
720,Малобакырчинское селище,55.247919444000047,48.231152778000080
721,Нижнебалтаевское I селище,55.227300000000071,48.300600000000031
722,Починок-Енаевское городище,55.185300000000041,48.411100000000033
723,Починок-Енаевское I селище,55.183800000000076,48.415400000000034
724,Починок-Енаевское II селище,55.179500000000075,48.418700000000058
725,Починок-Енаевское III селище,55.168100000000038,48.441600000000051
726,Среднебалтаевское II селище,55.227800000000059,48.292600000000050
727,Среднебалтаевское I городище,55.227800000000059,48.290300000000059
728,Среднебалтаевское II городище,55.225522222000052,48.297752778000074
729,Среднебалтаевское I селище,55.228900000000067,48.290200000000027
730,Среднебиябашское городище,55.295372222000026,48.280766667000080
731,Черемшанское III селище,55.261700000000076,48.137700000000052
732,Репьевское местонахождение,54.287736111000072,53.286766667000052
733,Старобурундуковское I селище,54.803700000000049,48.403200000000027
734,Степановское VI селище,55.007300000000043,48.372300000000052
735,Степановское VII селище,55.010100000000079,48.371300000000076
736,Степановское VIII селище,55.007800000000032,48.373500000000035
737,Степановское IX селище,55.012200000000064,48.370900000000063
738,Малоподберезинское местонахождение,55.433786111000074,47.915372222000030
739,Старотябердинское селище,55.344200000000058,47.733800000000031
740,Чутеевское местонахождение,55.289863889000060,47.785152778000054
741,Новошешминское I селище,55.060888889000069,51.203513889000078
742,Кичкальнинское VII селище,54.732072222000056,50.338375000000042
743,Среднечелнинское селище,54.525494444000060,50.962944444000073
744,Старотатамзинское I селище,54.815436111000054,50.400527778000026
745,Большетарханское VIII селище,54.701363889000049,48.532033333000072
746,Киртелинское III селище,54.733786111000029,48.618838889000074
747,Кырнышское VII селище,55.826380556000061,52.716861111000071
748,Кирюшкин городок селище,55.370997222000028,49.854911111000035
749,Кушнаренковское селище,55.115911111000059,55.355025000000069
751,Кушнаренковский могильник,55.115100000000041,55.353405556000041
752,Лебединское III селище,55.227488889000028,49.802597222000031
753,Курманаевское IV селище,54.560333333000074,50.899650000000065
754,Иваньково-Ленинское городище Шолом,54.734805556000026,46.672052778000079
755,"Иваньково-Ленинское II """"Ильинский родник"""" селище",54.734761111000068,46.672711111000069
757,Стемасы V селище,54.777605556000026,46.642500000000041
758,Стемасы VII селище,54.773611111000037,46.647444444000030
759,Иваньковская стрелка,54.724836111000059,46.669972222000069
760,Алатырское I (Красная Горка) городище,54.825955556000054,46.615480556000080
761,Алатырское II городище,54.820777778000036,46.615780556000061
762,Макеевское селище,54.709319444000073,46.706511111000054
764,Сара I селище,54.669766667000033,46.737161111000034
765,Лбище городище,53.146777778000057,49.548322222000081
766,Переволокское городище,53.226258333000033,49.247352778000050
767,Стенькин Городок городище,53.260338889000082,49.328697222000073
768,Тимяшевское I селище,54.548933333000036,51.444025000000067
769,Тимяшево II селище,54.546444444000031,51.444775000000050
770,Крепость Кондурча II селище,54.309650000000033,51.326175000000035
771,Славкинское I селище,54.268716667000035,51.244972222000058
772,Сиделькинское IV селище,54.541122222000070,51.086555556000064
773,Сиделькино I могильник,54.550100000000043,51.105005556000037
774,Пролетарское II селище,54.538505556000075,51.060677778000070
775,Пролетарское III селище,54.540061111000057,51.055233333000047
776,Пролетарский мусульманский могильник селище,54.542350000000056,51.040341667000064
777,Карабикулово II селище,54.440533333000076,51.773125000000050
778,Каменный Брод III селище,54.631863889000044,51.313022222000029
779,Красная Багана I селище,54.622850000000028,51.232619444000079
780,Красная Багана II селище,54.622102778000055,51.243133333000060
781,Красная Багана III селище,54.623469444000079,51.207772222000074
782,Крепость Кондурча I селище,54.302922222000063,51.304575000000057
783,Царев Курган селище,53.421805556000038,50.121452778000048
784,Иваньковско-Ленинское I селище,54.734411111000043,46.671586111000067
785,Молебное озеро II селище,54.767244444000028,46.689511111000058
786,Сарское II селище,54.670530556000074,46.733611111000073
787,Сарское III селище,54.671769444000063,46.728588889000036
788,Сарское IV селище,54.673358333000067,46.720866667000053
789,Утюж I селище,54.774591667000038,46.675544444000082
790,Вожжинское II селище,54.728483333000042,48.334538889000044
791,Красно-Каратаевское селище,55.164505556000051,49.277825000000064
792,Березогривское III селище,55.198286111000073,49.731494444000077
793,Комаровское III селище,54.578216667000049,48.304419444000075
794,Красносюндиковское VII селище,54.627325000000042,48.192877778000081
795,Красносюндюковское VI селище,54.648302778000073,48.197097222000082
796,Ундоровское IV городище,54.576586111000040,48.387488889000053
797,Ундоровское III селище,54.576847222000026,48.383669444000077
798,Ундоровское IV селище,54.583769444000040,48.385586111000066
799,Новокиреметское III селище,54.864327778000074,50.713216667000040
800,Мордовско-Каратаевское городище,55.105930556000033,49.104575000000068
801,Горкинское IV селище,55.023627778000048,50.430713889000060
802,Юрманки II селище,54.467519444000061,48.791322222000076
803,Ивановка IV селище,54.469016667000062,48.855866667000043
804,Архангельское IV селище,54.447183333000055,48.700283333000073
805,Карлинское VI селище,54.337841667000077,48.273325000000057
806,У с. Мостовая слобода местонахождение,54.343780556000070,48.327830556000038
807,Русская Беденьга селище,54.656986111000037,48.362527778000072
808,Чертов городок селище,54.475130556000067,48.813666667000064
809,Черемшанское селище,54.122758333000036,49.394513889000052
810,Кирпичноостровское I селище,55.154280556000060,49.504994444000033
811,Головкинское I селище,54.576027778000082,48.872011111000063
812,Головкинское II селище,54.551352778000080,48.825663889000054
813,Головкинcкое III селище,54.569566667000061,48.853094444000078
814,Салдакаевское II поселение,54.540911111000071,50.562444444000050
815,Гулюковский могильник,55.816377778000060,52.919772222000063
816,Старомайнский II могильник,54.558850000000064,48.872908333000055
817,Моргинское I селище,54.421697222000034,46.490208333000055
818,Моргинское II селище,54.424275000000080,46.499105556000075
819,Моргинское III селище,54.415625000000034,46.480013889000077
820,Селище на месте с. Иваньково,54.717133333000049,46.683755556000051
821,Светлое Озеро могильник,54.377144444000066,50.927905556000042
822,Селище у подножья городища Ашна Пандо,54.419619444000034,46.620988889000046
823,Городище у с. Городок,54.722050000000081,49.007447222000053
824,Новотатадамское IV селище,55.001108333000047,50.649252778000061
825,Кирбинское городище,55.556155556000078,49.307516667000073
826,Старокуйбышевское I а селище,55.046791667000036,49.366488889000038
827,Старокуйбышевское I селище ,55.045533333000037,49.376288889000080
828,Старокуйбышевское V селище,55.044022222000081,49.386938889000078
829,Стоянка Малиновка II селище ,55.103341667000052,49.398444444000063
830,Стоянка Щербетьско-Островная VIII селище,55.024936111000045,49.278475000000071
831,Коминтерновское селище,55.153202778000036,49.560525000000041
832,Большеполянское IV селище,55.029477778000057,50.268483333000063
833,Никбаранское I селище ,54.998972222000077,50.320822222000061
834,Большеполянская стоянка,55.031100000000038,50.238902778000067
835,Новославский I могильник,55.025361111000052,49.268250000000080
