"IDPubRecord","IDPublication","PageNumber","IDMonument","Active"
"1331","{C3ACFE7E-7FB6-451E-AD97-6A76A6DB208A}",,"1384","true"
"1332",,,"1385","true"
"1333","{48BDA5A9-3937-4C95-87CC-2AB5A8388677}",,"1401","true"
"1334","{48BDA5A9-3937-4C95-87CC-2AB5A8388677}",,"1370","true"
"1335","{48BDA5A9-3937-4C95-87CC-2AB5A8388677}",,"1377","true"
"1336","{9B13C779-A35A-4D42-B5E6-1B572D19B513}",,"1332","true"
"1337","{9B13C779-A35A-4D42-B5E6-1B572D19B513}",,"839","true"
"1338","{9B13C779-A35A-4D42-B5E6-1B572D19B513}",,"840","true"
"1339","{9B13C779-A35A-4D42-B5E6-1B572D19B513}",,"841","true"
"1340","{9B13C779-A35A-4D42-B5E6-1B572D19B513}",,"842","true"
"1341","{9B13C779-A35A-4D42-B5E6-1B572D19B513}",,"1289","true"
"1342","{48BDA5A9-3937-4C95-87CC-2AB5A8388677}",,"1405","true"
"1343","{48BDA5A9-3937-4C95-87CC-2AB5A8388677}",,"1373","true"
"1344","{9BCB8383-3030-4537-B44D-FA293F0D0172}","40, 51","1372","true"
"1345","{48BDA5A9-3937-4C95-87CC-2AB5A8388677}",,"1372","true"
"1346","{9B13C779-A35A-4D42-B5E6-1B572D19B513}",,"1175","true"
"1347","{48BDA5A9-3937-4C95-87CC-2AB5A8388677}",,"1409","true"
"1348","{66E7BA13-E809-441E-BEB9-7CA2B5AF82F5}","41-72","1409","true"
"1349","{9B13C779-A35A-4D42-B5E6-1B572D19B513}","81","1410","true"
"1350","{9B13C779-A35A-4D42-B5E6-1B572D19B513}","87","1412","true"
"1351","{00000002-0000-0000-0000-000000000000}","13-14","1308","true"
"1352","{8208C623-43EC-4DD3-88AD-F5435477F3BA}","9","1308","true"
"1353","{0000001B-0000-0000-0000-000000000000}","127-128","1308","true"
"1354","{00000012-0000-0000-0000-000000000000}","297-298","1308","true"
"1355","{00000002-0000-0000-0000-000000000000}","13-14","1309","true"
"1356","{8208C623-43EC-4DD3-88AD-F5435477F3BA}","9","1309","true"
"1357","{00000012-0000-0000-0000-000000000000}","297-298","1309","true"
"1358","{0000001B-0000-0000-0000-000000000000}","273-275","1422","true"
"1359","{1D055036-428F-4096-A51D-99DD1B3B3096}",,"1296","true"
"1360","{104DAEA6-D7BD-4AD0-805A-9B6D6A6E3C0C}","118","1428","true"
"1361","{94A1C0FF-7246-4FB2-9F7C-8DA903A9C66D}","116","1429","true"
"1364",,,"919","true"
"1365","{0000000A-0000-0000-0000-000000000000}",,"796","true"
